Length [m];Hei/Wid [cm];Load [kN/m];Disp [cm]
6.394031;23.401790;16.146465;0.671785
6.214359;20.109317;14.310828;0.973633
6.276149;37.298071;15.646416;0.094158
8.912304;11.139612;12.935134;39.44760
6.509036;32.656475;12.086244;0.142824
7.564864;30.923665;18.819382;0.503564
5.443092;21.814207;16.989955;0.491989
6.643561;32.981706;12.034015;0.148315
7.923222;35.898269;11.419069;0.202658
6.377617;16.657824;11.683316;1.870968
7.057228;12.625905;17.636148;12.81851
9.345768;15.291692;14.836259;15.41178
6.457656;22.458551;15.390388;0.785113
6.240469;33.140752;12.946230;0.121958
6.250889;15.019859;10.844795;2.424104
6.228301;26.408562;18.482440;0.427370
9.844818;17.616208;15.387835;11.17651
5.916041;12.572329;19.882804;7.261552
6.347690;20.551165;14.338730;0.973561
8.053193;19.530594;10.247344;2.207292
8.419242;24.244614;12.657926;1.372436
8.932086;18.620249;17.882660;7.052993
7.632728;26.580657;15.788314;0.801135
7.672844;19.243417;10.816589;2.037367
9.785479;38.218801;19.241577;0.617607
5.058727;27.866610;11.793618;0.096018
5.812691;21.783829;16.230505;0.614362
5.631102;34.480921;15.058410;0.080442
9.663316;19.189612;16.799776;8.045841
8.592201;22.868932;11.394885;1.692436
8.797925;30.020527;15.751167;0.867005
6.191537;38.447215;16.581736;0.083777
8.523787;38.404664;11.888868;0.215740
9.956632;21.064914;17.463346;6.492682
6.361579;15.732654;11.098612;2.210974
9.435250;18.639829;16.889386;8.258163
7.521257;39.952272;14.925667;0.140468
7.932666;28.564131;16.510754;0.733101
9.324515;23.654499;10.453970;1.881174
6.355530;31.086626;11.346690;0.148378
7.453981;22.265229;13.268858;1.242925
8.890256;12.855794;14.123351;24.04509
5.930522;19.081427;14.193241;0.987942
6.441628;19.586571;13.507791;1.178515
7.012041;24.603565;15.711629;0.773642
9.349772;37.490836;19.627680;0.567170
7.631552;21.041132;12.097651;1.560631
9.103586;12.055564;13.163205;31.86047
8.277920;35.916328;10.721712;0.226161
7.002578;15.461069;19.635557;6.155251
6.356116;29.747884;10.453023;0.162987
6.788499;35.481393;13.410597;0.134615
5.896883;16.123597;12.288633;1.638914
9.525896;10.341519;11.175888;59.88203
7.571675;21.853953;12.759285;1.370810
7.461944;14.781540;18.263805;8.833776
8.581630;33.528661;18.522513;0.593700
8.603304;28.054654;14.829827;0.978430
9.126825;12.920811;13.693557;25.37780
6.450309;14.789865;10.292626;2.774353
6.752173;19.139836;12.588877;1.453716
9.811989;27.333285;11.931545;1.477062
6.980245;23.792094;15.234239;0.842231
9.331021;23.029338;10.024184;2.013263
7.579692;26.637298;15.932148;0.779574
5.865690;14.178690;11.054412;2.412690
5.821981;16.887028;12.947391;1.363843
6.501025;11.393637;17.927042;14.14881
9.878890;27.408098;11.847619;1.490673
6.815639;36.380030;13.955408;0.128824
8.707043;26.456290;13.556773;1.186107
6.912152;29.052077;18.877081;0.452055
6.591526;28.917830;19.428834;0.392112
9.992160;29.464539;12.992040;1.281323
5.599212;37.265365;16.978486;0.065097
9.528986;21.388820;18.534575;5.439621
8.001564;39.538822;13.689419;0.171882
6.191100;16.994086;12.280523;1.612552
5.660804;34.639851;15.104960;0.080904
5.435707;10.727965;19.613896;9.628118
7.427176;16.825478;19.695967;5.571334
6.709105;19.728265;13.067300;1.303244
7.353182;38.564594;14.336698;0.141961
7.660739;13.728544;17.164219;12.39245
7.236085;33.121047;10.941862;0.186447
7.009426;34.539134;12.340571;0.156691
5.294655;32.323618;14.293102;0.077272
8.997892;38.063146;10.712980;0.250029
7.384956;39.210961;14.704061;0.138626
8.899635;10.951114;12.834806;41.66868
5.853620;25.111168;18.366873;0.405375
8.917953;21.897617;10.095839;2.069520
8.805841;25.643320;12.817197;1.328919
7.874206;18.864634;10.161344;2.298303
9.603357;21.946790;18.757813;5.123385
7.641991;34.931944;11.337313;0.194225
6.910011;29.063700;18.889112;0.451063
6.599501;36.052089;14.169057;0.119258
8.861937;32.949274;17.575643;0.686656
6.146350;20.424876;14.657216;0.896766
8.527791;30.603808;16.680290;0.750659
6.130527;19.647495;14.170609;1.001991
9.224696;24.647467;11.315586;1.654894
6.462281;39.536298;16.766304;0.089874
8.295534;29.004778;16.078784;0.802928
9.443965;10.695807;11.575942;52.36719
5.196973;16.563563;13.981763;1.010763
5.904723;26.659059;19.296593;0.347300
8.926684;13.076154;14.197401;22.95528
8.042689;10.465134;14.224711;36.93632
9.460380;15.242718;14.574386;16.10115
7.390530;26.534575;16.241990;0.729607
7.942501;33.414803;19.724867;0.470547
8.691118;12.192846;14.079661;27.05755
9.023133;37.964387;10.596658;0.252702
5.043068;39.411571;19.521577;0.039534
7.458807;28.768692;17.594847;0.593736
9.319506;20.063550;18.070021;6.266169
7.094936;29.908290;19.082321;0.451629
5.570266;32.098164;13.591578;0.092478
5.571036;21.855072;16.761310;0.528578
6.824089;18.823882;12.234411;1.575251
9.116068;12.182676;13.222981;30.85909
5.979255;26.456984;19.012813;0.370844
5.962019;21.268861;15.588536;0.718423
9.789091;14.558673;13.460934;20.48320
8.106311;13.408757;16.059884;15.97270
8.717320;20.053196;19.267490;5.126215
5.388803;17.517749;14.234227;0.950900
7.957220;12.333421;15.641173;20.17631
7.618975;32.325120;19.645463;0.453144
6.402063;13.486732;19.520362;7.382820
7.329164;24.044812;14.704881;0.947021
9.514453;24.214975;10.447743;1.855770
6.907916;20.124157;12.933607;1.338927
6.296649;37.177983;15.525358;0.095874
7.484409;35.080798;11.751714;0.182150
5.890901;39.028296;17.570394;0.068600
9.365205;24.723765;11.085434;1.701057
7.792120;32.425240;19.365920;0.482616
6.812453;27.975571;18.358808;0.482356
9.389932;15.664559;14.996509;14.41682
5.071208;34.986992;16.515579;0.054884
9.342267;38.745827;10.479350;0.264670
9.439255;35.708395;18.260420;0.665778
8.463090;38.576593;12.124883;0.210061
5.975452;28.482814;10.370972;0.150324
5.114723;23.450474;18.737537;0.317153
8.851073;20.900247;19.564686;4.688735
9.560288;22.535218;19.236235;4.642583
5.183184;16.163252;13.742466;1.083902
7.590504;19.000150;10.819091;2.053642
9.504565;16.143799;15.086736;13.49630
8.291671;10.851110;13.984065;35.48880
5.575315;38.569804;17.895906;0.058830
6.703703;21.779926;14.445879;0.967210
7.014459;17.464819;10.947629;2.122817
8.245441;38.190483;12.302774;0.199967
5.500262;28.267437;11.177768;0.120004
8.506443;24.446105;12.617850;1.379221
6.337654;37.287050;15.516058;0.097185
6.479653;36.510367;14.714273;0.109474
5.515920;19.141309;15.062367;0.775145
5.969464;10.742733;18.556228;13.17417
5.423714;18.140014;14.579248;0.869328
8.058317;11.755986;15.054024;24.74144
5.061366;12.489763;11.537110;2.318524
8.428047;19.199828;19.277124;5.332413
6.783203;32.068689;11.146054;0.166937
7.726484;10.786403;15.071300;29.53818
7.558659;14.330773;17.769863;10.24176
6.567906;29.740396;10.024453;0.178320
9.954302;35.339785;16.984586;0.798009
9.302816;37.483050;19.716401;0.558860
8.757813;14.122593;15.232770;16.77205
6.181104;16.190512;11.764801;1.862731
6.752881;23.836890;15.718832;0.755662
9.773801;13.436849;12.743630;26.55602
6.540000;30.748589;10.752393;0.164629
7.498930;22.692268;13.463653;1.197404
8.813638;26.075859;13.089962;1.273953
7.991587;29.958283;17.322347;0.654927
9.866248;39.152949;19.702804;0.593448
5.828515;34.982531;14.997991;0.086766
7.774036;36.170169;11.898707;0.189944
5.028471;23.324969;18.826372;0.304196
6.897498;37.342934;14.433626;0.125914
9.037493;23.193702;10.720816;1.841847
8.939138;25.645171;12.551837;1.381528
5.204213;38.344230;18.487728;0.047310
9.282190;29.713165;14.577730;1.035634
9.238968;36.890316;19.448940;0.571566
5.390640;20.760859;16.392626;0.556460
5.858761;10.277660;18.467584;14.52079
6.454466;35.138190;13.849862;0.118187
5.332800;31.465204;13.644535;0.084492
8.874012;36.523250;19.934142;0.519079
9.101744;34.244259;17.959351;0.669223
8.918553;30.605813;15.900102;0.855534
6.380938;33.952409;13.206396;0.123452
8.401724;36.086831;10.587773;0.232530
7.547405;19.282986;11.093848;1.940365
8.331520;31.381785;17.591483;0.652567
6.124588;20.113843;14.493386;0.929535
7.001629;18.204446;11.466372;1.870017
8.615279;26.422856;13.718013;1.156295
7.636203;23.660365;13.834505;1.119510
5.201749;18.660749;15.370334;0.692721
9.533858;36.728517;18.751295;0.635769
9.394211;32.379292;16.131105;0.852948
9.950822;37.943036;18.727047;0.661532
7.240658;14.027970;18.203998;9.622922
6.705441;17.441894;11.550381;1.880463
8.001332;15.575168;17.714115;9.188591
9.692805;38.370246;19.527888;0.593979
8.346067;17.328767;18.193712;7.291986
6.613405;37.357417;15.011468;0.110576
9.687405;24.158779;10.064375;1.939060
8.195428;14.572564;16.657521;12.40784
5.395243;34.815044;15.752876;0.068301
6.160819;14.413052;10.620398;2.641583
6.023873;29.296061;10.816294;0.144711
9.488909;33.554657;16.725287;0.798329
6.578990;33.724459;12.658326;0.137301
8.444294;21.073239;10.493570;2.016169
8.319691;17.440457;18.320923;7.066779
6.177266;18.979537;13.631826;1.140827
9.095541;35.062125;18.517002;0.626240
7.848350;12.344860;15.866540;19.29833
8.425012;22.657388;11.588234;1.651369
7.307091;19.667262;11.830659;1.680339
7.651137;29.592631;17.759481;0.592679
5.855248;22.831035;16.843528;0.544199
5.159062;36.796180;17.545997;0.051089
9.097206;26.605438;12.875880;1.312364
6.266233;16.792873;11.996115;1.733587
9.660067;38.576498;19.730864;0.579564
8.741659;29.039106;15.209418;0.931860
8.826885;26.778085;13.531619;1.191404
9.158757;19.747312;18.180694;6.266558
7.392268;39.664604;14.991866;0.135539
6.695749;28.682185;19.063292;0.423186
9.503635;26.465185;11.969521;1.483804
9.544927;33.265879;16.420732;0.830620
5.253391;10.401195;19.760681;9.577529
7.041533;25.685195;16.373731;0.690440
7.533528;29.448422;17.898559;0.572556
7.389308;15.185691;18.678511;7.799692
6.165956;11.907414;18.939697;10.14167
8.108399;27.809423;15.656150;0.844368
8.719396;34.107787;18.633067;0.594391
9.186607;22.364471;19.869767;4.215232
5.906317;29.671695;11.301830;0.132854
8.523310;35.790769;10.147226;0.243896
5.220120;29.539357;12.585998;0.092058
7.377850;16.790770;19.771479;5.490830
8.058496;25.728329;14.368560;1.031543
6.752530;37.657326;14.933157;0.115766
7.680294;39.040605;13.999815;0.157022
8.681938;10.763988;13.145449;41.41108
7.438013;17.443320;10.086187;2.484476
8.540662;28.598241;15.317503;0.909100
7.353399;16.315889;19.503795;5.994636
6.108846;24.071128;17.163061;0.531773
7.087120;22.712030;14.300447;1.011388
7.299685;18.350405;10.967567;2.046583
6.385410;31.196935;11.360471;0.149240
6.546379;20.645714;14.004384;1.055909
8.904126;28.969731;14.838235;0.987908
8.426572;31.577374;17.531773;0.663813
8.685999;18.752270;18.462848;6.330941
7.871745;18.318311;19.802050;5.030834
5.860520;37.380693;16.532756;0.075074
9.036671;34.825252;18.476827;0.625593
8.002975;35.150440;10.761010;0.216184
9.465070;25.730868;11.557106;1.577349
6.520238;12.830875;18.846773;9.360222
9.943982;10.288778;10.304556;66.91632
6.325599;33.323264;12.897645;0.125466
6.402762;35.388044;14.119839;0.113442
5.786163;27.992035;10.422364;0.142404
8.787958;13.793846;14.953315;18.34068
7.929584;33.154711;19.577305;0.478702
9.739951;24.535437;10.210390;1.889654
9.705617;28.549601;12.955167;1.290248
8.120485;37.302791;11.960891;0.200913
6.744820;39.920936;16.457650;0.100653
7.331938;27.040266;16.696302;0.673790
9.938942;17.256823;14.959999;12.25677
6.719355;19.814668;13.104401;1.292180
8.207737;31.064543;17.627554;0.641471
7.907537;10.919171;14.797707;30.29758
6.061366;29.998501;11.209603;0.139869
5.144947;26.014097;10.386170;0.118989
6.720744;12.303993;18.094507;11.99487
8.851606;21.066363;19.674363;4.569252
9.342350;22.366296;19.559498;4.436368
8.394789;12.394057;14.806460;23.19922
7.457807;20.553849;12.120285;1.566059
7.953706;32.050790;18.793114;0.532451
5.656123;34.488260;15.013261;0.081560
5.987149;18.802708;13.894175;1.065369
8.485182;26.215960;13.840276;1.132819
7.739385;20.330040;11.407924;1.785778
9.422400;19.057153;17.193302;7.652746
5.847650;25.789476;18.831017;0.372163
8.326087;24.983778;13.337011;1.226777
6.869646;34.846444;12.825004;0.145058
5.520335;10.640329;19.386216;10.46014
5.755050;13.808489;11.028892;2.479523
5.857612;13.959895;10.924706;2.523362
8.114515;25.439551;14.064005;1.085891
5.426932;14.334062;12.035511;1.843152
6.277532;13.652561;19.879976;6.619549
7.895775;22.771953;12.723085;1.371109
8.650055;13.649474;15.132872;18.17204
5.611077;35.443530;15.740198;0.074294
7.613448;31.780452;19.293405;0.474876
6.403229;35.521527;14.207894;0.112482
8.966635;25.409239;12.339555;1.426663
5.554865;18.429469;14.509916;0.893511
9.053472;14.156669;14.664169;18.26162
6.607437;13.388891;19.044386;8.413301
7.184771;19.155063;11.733834;1.731123
5.218834;10.512831;19.904218;9.003284
5.778463;17.833099;13.665141;1.123539
6.810380;28.319810;18.592447;0.464656
5.715573;21.366597;16.146586;0.617293
7.315927;32.521259;10.382319;0.198811
9.151369;24.084077;11.086647;1.722564
5.122720;13.364572;11.997608;1.930256
8.125449;10.436818;14.040313;38.39489
7.486174;29.734929;18.184271;0.545727
8.371892;11.272474;14.104531;31.94283
5.746639;10.899784;19.106578;10.99404
9.799015;19.189327;16.528189;8.370129
5.302776;27.577886;11.113039;0.113796
5.190200;22.824671;18.169381;0.363204
5.317551;15.478284;13.017087;1.352034
8.857967;12.760125;14.124150;24.41768
9.794398;22.319013;18.623880;5.145700
9.875174;15.074492;13.632646;18.69139
6.811603;26.399938;17.310085;0.572943
9.183892;13.448334;13.931106;22.55546
5.861743;15.854773;12.179695;1.696277
5.093222;15.624992;13.563550;1.142049
7.480605;36.585109;12.762196;0.166971
9.783833;26.345941;11.329627;1.606139
7.249172;13.242143;17.663085;11.81270
8.070689;38.654519;12.961635;0.184324
8.240529;25.622833;13.934165;1.111835
6.728902;30.585845;10.266093;0.179860
6.991560;16.872530;10.598567;2.328382
8.491172;35.144610;19.780729;0.503654
7.398842;23.621321;14.283198;1.025576
6.602651;30.331591;10.349092;0.173811
9.379711;15.413817;14.849789;15.16110
6.300411;17.060896;12.106442;1.678339
7.520550;19.817209;11.503706;1.778358
8.643937;11.224054;13.528162;35.42171
9.037270;37.469666;10.238570;0.258898
7.610514;13.617181;17.190426;12.48939
9.553719;12.325185;12.442684;33.43577
6.368966;26.556252;18.299570;0.452409
5.632330;10.443917;19.031285;11.98781
7.732163;13.523077;16.884393;13.43753
5.628341;35.704622;15.879734;0.073690
7.055039;13.061588;17.930980;11.36553
5.530893;12.752776;10.773398;2.839825
8.096761;13.582626;16.194896;15.22629
8.347279;26.071588;14.019833;1.098778
5.420878;22.618859;17.570817;0.433183
7.295897;26.302167;16.276318;0.719304
7.545262;32.761402;10.083743;0.212085
9.172238;13.090226;13.715675;24.61224
5.679690;13.354977;10.877270;2.651220
7.241868;27.756731;17.354084;0.600512
7.423546;39.940557;15.113280;0.135169
6.323027;13.300291;19.554139;7.440028
5.125612;34.887839;16.340669;0.057300
8.297857;21.247990;10.902945;1.889937
7.026546;11.973869;17.262820;15.24252
8.466401;18.124453;18.483501;6.555671
9.245238;33.866740;17.420684;0.722266
5.910840;38.461244;17.152482;0.071944
8.393818;22.778727;11.731515;1.612400
6.133889;33.564288;13.441747;0.112389
8.995002;34.590319;18.403542;0.628477
5.973051;27.651153;19.821334;0.322836
9.143988;20.568193;18.757487;5.458603
5.419303;13.775511;11.678400;2.084621
9.002365;20.516990;19.006597;5.248555
7.669649;13.007461;16.665675;14.99917
6.673614;14.254230;19.488925;6.975129
9.820696;15.290459;13.885580;17.59197
7.183883;18.701832;11.433454;1.855294
5.321455;12.749308;11.189962;2.530617
5.442638;39.843686;19.010515;0.049907
8.551561;13.004417;14.899822;20.74199
8.129581;12.331696;15.295302;21.50748
9.464882;19.920369;17.683816;6.713174
5.425566;33.523521;14.831216;0.076433
9.252940;23.593164;10.556229;1.861179
9.152411;39.659518;11.468189;0.243153
9.723409;22.582931;18.941802;4.850198
7.819651;13.003974;16.363347;15.93007
9.433005;14.283677;13.989775;19.81071
9.446298;24.111128;10.514823;1.846226
9.318934;32.054384;16.065054;0.856405
6.719151;20.266345;13.405927;1.207921
9.360783;12.574860;12.995008;29.70358
6.956165;15.473260;19.736510;6.005642
9.977384;13.760606;12.552303;25.82538
7.394938;24.929370;15.163037;0.876012
5.346080;29.976065;12.625217;0.095781
7.010724;35.495797;12.975750;0.147859
9.144114;35.492728;18.706925;0.615520
5.308481;18.458444;15.022000;0.766899
5.458126;28.095008;11.147088;0.118928
7.238512;27.665190;17.299769;0.605458
6.598273;19.958789;13.442646;1.197459
6.633338;11.114303;17.476192;16.51016
6.081989;25.410435;18.109646;0.444153
6.386905;32.184583;12.015911;0.139531
7.677457;39.807115;14.516496;0.150451
9.344915;15.554598;15.013236;14.56268
7.751228;19.611398;10.905142;1.983231
5.622283;22.047938;16.787393;0.530184
7.724566;27.470943;16.198164;0.755853
6.988354;34.388395;12.282221;0.156800
5.358235;10.605669;19.687309;9.553148
6.799231;27.913045;18.343568;0.482523
8.871985;36.936140;10.213458;0.254054
8.193447;10.968595;14.258837;33.04772
5.660730;24.967470;18.656853;0.368582
7.872292;27.724469;16.071729;0.779754
7.773606;28.380705;16.706591;0.701986
9.313989;18.464936;17.015312;8.203860
9.521829;21.283809;18.478882;5.514445
8.091189;35.457269;10.789135;0.218722
8.960813;18.495050;17.741740;7.281590
6.687592;19.453160;12.926924;1.346265
9.676068;12.535935;12.338488;32.59967
9.253900;17.384808;16.415406;9.814187
9.783205;17.993333;15.762479;10.25817
8.463138;38.302251;11.941891;0.212871
9.024981;16.756384;16.454294;10.31139
5.274711;28.078091;11.502638;0.107345
6.327534;24.278165;16.863708;0.581061
7.809973;19.794662;10.909829;1.970245
8.039770;23.209103;12.726529;1.366326
5.012974;34.290864;16.167961;0.055586
9.984512;21.748678;17.863428;5.910926
6.313049;25.339226;17.600052;0.506572
6.531308;32.372907;11.852656;0.147010
7.831543;18.806066;10.207624;2.287429
